id,tier,score,bucket,theme,type,title,what,why,modules,effort,impact,depends_on,novelty,status,evidence,notes
R127,2 - High,82,INST,Quant Research Platform (point-in-time + rigorous backtesti…,data,Fix point-in-time price integrity: drop auto_adjust look-ahead,Store raw close + a separate as-of adjustment factor in stock_feed; build returns from forward-adjusted (not retroactively restated) series so a backtest at date t never sees post-t split/dividend restatement; flag survivorship gaps.,auto_adjust=True restates the entire historical close on every corporate action — a textbook look-ahead contamination that quietly inflates every momentum/reversion backtest.,data/stock_feed.py; data/normalizer.py; processing/backtest_engine.py,M,High,,institutional-gap,carried,stock_feed.py:64 auto_adjust=True; backtest_engine.py:130 scans prices['close'] directly; no vintage/as_of on price rows; grep survivorship=0,"Concrete causality bug undermining every price backtest; moderate fix, high rigor payoff | tract=moderate"
R128,2 - High,82,INST,Compliance & Surveillance (sanctions / trade surveillance /…,feature,Persist a KYC/screening audit trail with auditor replay,"Record each compliance-risk-score / screening run from tab_compliance _section_8 to audit_events (inputs, list version, score, decision, operator) so engine/audit_search.py can replay the exact basis of any past clearance.",An auditor must reconstruct 'why was this counterparty cleared on date X against which list?'; the calculator currently leaves no trace.,ui/tab_compliance.py; auth/audit.py; engine/audit_search.py,M,High,,institutional-gap,carried,tab_compliance.py:810 _section_8_risk_score computes a score but never calls record_audit; no screening decision is persisted anywhere,"High fit, reuses existing audit substrate; turns an ephemeral calc into a defensible record | tract=moderate"
R129,2 - High,82,INST,Reliability / Observability / SRE,infra,Expose a Prometheus /metrics endpoint over telemetry stores,"Add public _serve_metrics in worker/api_server.py emitting Prometheus text-format gauges/counters from get_perf_summary, get_health_summary, worker_runs.summarize_jobs, and delivery-retry depth — render-p95, source-up, job-success, queue-d…","A risk/ops desk wires Datadog/Grafana to alarm on render latency, feed-down, and job failure without scraping Streamlit; the only machine-readable SLI surface today is per-endpoint JSON.",worker/api_server.py; engine/perf_telemetry.py; engine/source_health.py; state/worker_runs.py,M,High,,institutional-gap,carried,"api_server.py:606 only /openapi+/health public; grep: 0 prometheus|/metrics in api_server.py; aggregators already exist (perf_telemetry.py:208, sourc…",Sharpens backlog R087; aggregators exist so feasibility high; the canonical SRE integration surface | tract=moderate
R130,2 - High,82,INST,Enterprise Security & Identity,infra,Wire dependency + secret scanning into CI,"Add a security job to .github/workflows/ci.yml running pip-audit (CVEs), bandit (SAST), and gitleaks (secret scan); fail the build on high-severity findings; add Dependabot config.",An auditor expects a documented vuln-management + secret-leak control; today a CVE in yfinance/anthropic or a committed VAULT_KEY ships silently.,.github/workflows/ci.yml; .github/dependabot.yml (new); requirements.txt,S,High,,institutional-gap,carried,ci.yml runs only pytest + backtests (lines 43-61); grep bandit/pip-audit/gitleaks/dependabot across repo configs=0,"standard supply-chain control fully missing; pure CI YAML, no app code; high audit value per effort | tract=quick"
R131,2 - High,82,INST,Client Distribution & Entitlements (productized data produc…,feature,Persist signed delivery receipts for every alert and briefing send,"Add a delivery_receipts table (schema v29) written from deliver_alert and send_briefing_tldr on every DeliveryResult — channel, status_code, sent_at, content_hash; expose GET /api/v1/delivery-receipts scoped per user.","A productized signal feed must prove what was delivered when; a desk and an auditor need non-repudiable receipts, not a transient return value, for SLA and dispute resolution.",engine/alert_delivery.py; delivery/briefing_tldr.py; state/migrations.py; worker/api_server.py,M,High,,institutional-gap,carried,DeliveryResult (alert_delivery.py:112) is returned but never persisted — grep shows only delivery_channels INSERT (2240); no delivery_receipts/histor…,"Receipts = track-record + SLA honesty, reuses existing DeliveryResult; sharpens R044's receipts leg into standalone non-repudiation | tract=moderate"
R132,2 - High,82,INST,Market-Data & Pricing Infrastructure,infra,Add vendor failover with SLA for the equity price feed,"In stock_feed, wrap _fetch_single in a vendor chain (yfinance -> alphavantage_feed.fetch_quote/stooq) that fails over on empty/stale, stamping the winning DataSource.kind and SLA breach into the price store.",A single unofficial vendor (Yahoo) is a SPOF; a desk needs a documented secondary and an SLA-breach record when primary goes dark.,data/stock_feed.py; data/alphavantage_feed.py; data/quality.py; engine/source_health.py,M,High,Build a security/reference master,institutional-gap,carried,"stock_feed.py:62 single yf.Ticker, empty fallback only; alphavantage_feed exists but grep shows 0 signal-path consumers",impact85/feas78/fit92/nov70: AV feed already built but orphaned; turning it into a documented failover is cheap and SPOF-critical | tract=moderate
R133,2 - High,82,INST,Institutional Reporting & Document Generation,compliance,Enforce mandatory-disclosure gate before any report ships,"New utils/report_compliance.py validate_disclosures(report) asserting required blocks (not-advice, illustrative-data, conflicts, methodology) are present+non-empty; block save_report/render if missing, log the assertion.",A compliance officer needs a hard gate that a report cannot be issued without its mandatory disclosures — not a soft template default that can silently go empty.,utils/report_compliance.py; utils/investor_report_pdf.py; utils/investor_report_html.py; utils/report_history.py,M,High,,institutional-gap,carried,"disclaimer pulled from report.ai.disclaimer w/ hardcoded fallback, no presence assertion (html.py:1624; pdf.py:2585/2592)",Converts disclosures from optional template strings to an enforced gate; high institutional fit; pure-fn validator on existing render path | tract=moderate
R134,2 - High,82,INST,Model Risk Governance & Due-Diligence (SR 11-7 style),test,Wire backtest-baseline drift into CI and scheduler as a gate,Run tools/backtests.compare_to_baseline against docs/backtest-baseline.json in --strict CI and in a daily worker job; emit a MODEL_DRIFT alert via alert_engine_v2 when any headline metric drifts beyond tolerance; record drift to a perf ser…,"Ongoing model-performance monitoring is an SR 11-7 pillar; the comparator exists but nothing runs it on a cadence, so silent above-floor degradation goes undetected.",tools/backtests.py; worker/scheduler.py; engine/alert_engine_v2.py; docs/backtest-baseline.json,M,High,,institutional-gap,carried,"compare_to_baseline at tools/backtests.py:831 + baseline at docs/backtest-baseline.json exist, but no scheduler job or CI gate invokes them; --strict…",Sharpens R027: the drift comparator already exists — the gap is automated cadence + alerting; high feasibility | tract=moderate
R135,2 - High,81,INST,Model Risk Governance & Due-Diligence (SR 11-7 style),infra,Machine-readable SR 11-7 model inventory registry,"New engine/model_registry.py with typed MODEL_INVENTORY (id, owner, version, tier, status, validator, last_validated, limitations) for the 16 MODELS.md models; tools/model_registry_cli.py list/diff; Model Inventory panel in tab_data_health.","SR 11-7 makes a complete, owned, tiered model inventory the first DD artifact; MODELS.md is prose only, so no reviewer can enumerate/govern the models today.",engine/model_registry.py; tools/model_registry_cli.py; ui/tab_data_health.py; docs/MODELS.md,M,Med,,institutional-gap,verified-revised,"grep 0 for model_registry/inventory/card; MODELS.md 16 '### `model`' prose, no owner/version/status; tab_data_health.py:74 _SOURCES registry pattern …",Keystone SR11-7 artifact; nothing exists; all model metadata already documented in MODELS.md to harvest | tract=moderate | Confirmed missing+no rec overlap. Trimmed: owner/version/tier/status/last_va…
R136,2 - High,81,INST,Market-Data & Pricing Infrastructure,data,"Store raw OHLC + corporate-action vintages, drop silent auto_adjust","Set auto_adjust=False in _fetch_single, persist raw OHLC plus yfinance splits/dividends and an explicit adj_factor column to the price store so adjusted and as-traded series both reproduce point-in-time.",auto_adjust=True silently back-rewrites history on every split/div; a risk officer needs the as-traded price and adjustment lineage to reproduce point-in-time P&L.,"data/stock_feed.py; data/normalizer.py; state/price_store.py (new, with bitemporal store)",M,High,Persist OHLCV to a bitemporal price store,institutional-gap,verified,stock_feed.py:64 auto_adjust=True; normalizer.py:20 STOCK_COLS no adj/div/split; grep div/split/actions stock path=0; price_store.py absent,impact85/feas80/fit95/nov72: auto_adjust silently mutates history; explicit corp-action lineage is table-stakes for a pricing desk | tract=moderate | All cites verified. price_store.py missing (only …
R137,2 - High,81,INST,Bloomberg/Refinitiv Terminal,feature,Resolve tickers + chokepoints in news for bidirectional instrument linking,"Build _COMPANY_PATTERNS from COMPANY_PROFILES (name+ticker) and _CHOKEPOINT_PATTERNS from chokepoint_analyzer; extend _extract_entities so NewsArticle.entities carries typed {ticker,chokepoint,port,route}; render a per-instrument news rail…","News<->instrument resolution (NI/CN) is core Terminal; a risk officer reading a Suez headline must jump to exposed names, and an analyst on ZIM must see its headlines.",processing/news_sentiment.py; processing/chokepoint_analyzer.py; processing/company_profiler.py; ui/tab_tearsheet.py,M,High,Build deep-linkable instrument tearsheet as the entity-first surface,institutional-gap,carried,news_sentiment.py:337 _extract_entities matches ports/routes only (_ENTITY_MAP:114); no ticker/chokepoint patterns; entities are untyped strings,Sharpens R073 to news<->instrument; reuses COMPANY_PROFILES+chokepoint registry; feeds the tearsheet rail | tract=moderate
R138,2 - High,81,INST,Sell-side Equity Research Platform (Goldman GIR / Morgan St…,compliance,Build a per-name disclosures and conflicts footnote registry,"New processing/disclosures.py + disclosures table: structured per-ticker footnotes (position, IB relationship, model-input provenance, methodology); render mandatory disclosure block in investor_report_html replacing the one global string.",FINRA/MiFID require ticker-specific disclosures on every distributed note; a single boilerplate disclaimer fails an examiner's review.,processing/disclosures.py; processing/investor_report_engine.py; utils/investor_report_html.py; state/migrations.py,M,High,,institutional-gap,carried,investor_report_engine.py:578 one global _DISCLAIMER string applied uniformly to every report; no per-name conflict/position/material disclosure,impact82/feas78/fit95/nov75: regulatory must-have; replaces boilerplate with structured per-name footnotes auditors expect | tract=moderate
R139,2 - High,81,INST,Buy-side Risk System (MSCI Barra / Axioma / RiskMetrics),compliance,Build a hard-limit compliance engine with breach severity,"New processing/risk_limits.py: a typed LimitPolicy (max single-name w, max factor exposure, max chokepoint/commodity HHI, max forecast VaR/TE) evaluated against a book → ordered LimitBreach records, wired into alert_engine_v2 as a LIMIT_BR…","Every institutional risk system enforces hard limits and logs breaches for the compliance officer; Ship has observational alerts but no limit policy, no breach record, no governance gate.",processing/risk_limits.py(new); processing/company_concentration_alerts.py; engine/alert_engine_v2.py; processing/exposure_matrix.py,M,High,Aggregate per-name betas into portfolio factor exposures,institutional-gap,carried,company_concentration_alerts.py:126 is port-HHI-only/observational; alert_engine_v2.py:51 AlertRule has no limit/breach kind; no limit policy store e…,impact85 feas76 fit95 nov70 — the compliance limit engine Ship lacks; concentration alert is a partial seed | tract=moderate
R140,2 - High,81,INST,Quant Research Platform (point-in-time + rigorous backtesti…,refactor,Convert the look-ahead signal validator to a frozen point-in-time ledger,"Freeze each score_equity_ideas() EquityIdea at issue into a signal_ledger table (never refit) and rewrite build_validation_report to score strictly post-issue realized returns, replacing the apply-today's-signal-to-past-windows path.",The headline validator applies the current signal to historical windows — non-causal look-ahead that makes its hit-rate uninformative to any buyer.,processing/signal_validation.py; processing/disruption_cascade.py; worker/scheduler.py; state/db.py,L,High,,institutional-gap,carried,signal_validation.py:13-23 docstring + :541-557 apply current ideas to past forward returns; no signal_ledger (grep=0),Sharpens R004/R016 with point-in-time framing; the causal keystone the whole validation chain needs | tract=large
R141,2 - High,81,INST,Compliance & Surveillance (sanctions / trade surveillance /…,feature,Add records retention policy with legal hold,Add a legal_holds table + a hold check inside auth.audit.prune_old_audit_events so held entities/users/time-ranges are exempt from the 365-day DELETE; expose set/clear hold via ops_cli and the Data Health tab.,Litigation/regulatory hold must override routine deletion; today the daily prune unconditionally deletes audit rows past retention — a spoliation risk.,auth/audit.py; worker/scheduler.py; state/migrations.py; tools/ops_cli.py,M,High,,institutional-gap,carried,"auth/audit.py:346 'DELETE FROM audit_events WHERE created_at < ?'; scheduler.py:1510 run_audit_prune_job at 365d, no hold guard","Classic records-mgmt control, narrow build on existing prune; closes a real spoliation gap | tract=moderate"
R142,2 - High,81,INST,Reliability / Observability / SRE,feature,Define SLOs with error budgets and burn-rate alerts,"New engine/slo.py with SLO objects (render-success>=99%, feed-up>=99%, delivery-success>=99%, briefing-freshness<26h) computed over rolling windows from existing telemetry; emit SLO_BURN ShippingAlert via save_alerts on fast-burn.","Institutional ops runs to objectives + error budgets, not raw graphs; perf_budgets covers only per-tab latency — there is no availability/freshness objective or budget anywhere.",engine/slo.py; engine/perf_telemetry.py; engine/source_health.py; engine/alert_engine_v2.py; worker/scheduler.py,M,High,,institutional-gap,carried,perf_budgets.py:1 latency-only; grep: 0 SLO|error_budget|service level in non-test .py; no availability/freshness objective module,"Net-new SRE primitive; reuses 3 telemetry stores + alert engine; high institutional fit, novel for Ship | tract=moderate"
R143,2 - High,81,INST,Market-Data & Pricing Infrastructure,infra,"Enforce SLA/staleness at the cache read path, degrading dependent signals",Add a stale-but-served flag to CacheManager.get_or_fetch (return age + within-SLA) and have feeds stamp DataQuality.STALE; propagate a staleness penalty into SSI/cascade confidence rather than serving silently.,"A risk desk must know when a number is past SLA; today stale parquet is served with no signal, so a dark feed silently freezes the stress index.",data/cache_manager.py; data/quality.py; engine/source_health.py; processing/shipping_stress_index.py,M,High,R003 realness ledger,institutional-gap,carried,"cache_manager.py:143 _is_fresh boolean only; ttl=0 'cache forever' :147; no age returned to caller, no SLA breach surfaced",impact85/feas80/fit88/nov65: sharpens R003 with SLA framing; cache silently serves unbounded-stale data into the headline index | tract=moderate
R144,2 - High,81,INST,Institutional Reporting & Document Generation,infra,Implement time-based + legal-hold retention policy for reports,"Replace fixed MAX_REPORTS=30 count-prune with a retention policy: retain_days, archive tier (move to cold dir/compress), and a legal_hold flag that exempts a report from pruning; expose retention status in tab_report.",Regulated reporting requires defined retention (e.g. 7yr) and legal holds; the platform silently deletes the 31st report regardless of age or hold — a records-retention violation.,utils/report_history.py; state/migrations.py; worker/scheduler.py; ui/tab_report.py,M,High,Add content-hash + integrity verification to saved reports,institutional-gap,carried,MAX_REPORTS=30 count-based (report_history.py:34); _prune_old_reports deletes oldest by count w/ no age/hold (report_history.py:817-852),Retention/legal-hold is a hard audit requirement; current count-prune actively destroys records; localized to report_history | tract=moderate
R145,2 - High,81,INST,Model Risk Governance & Due-Diligence (SR 11-7 style),compliance,Add four-eyes model validation sign-off ledger,"New state migration (model_signoffs table, schema v29) + engine/model_signoff.py recording (model_id, version, validator_user, independent_reviewer, verdict, date) gated through tools/ops_cli.py, asserting reviewer != developer; surface st…","SR 11-7 mandates independent validation with separation of developer and reviewer; no approval/attestation workflow exists, so no model can be shown as independently validated.",engine/model_signoff.py; state/migrations.py; tools/ops_cli.py; auth/audit.py,M,High,Build machine-readable model inventory registry,institutional-gap,carried,"No sign-off/four-eyes/approver/validated_by anywhere (grep 0); auth/audit.py:128 record_audit covers ops actions, not model approval","Core SR11-7 independence control; reuses schema migration + audit + multi-user auth; high institutional fit, modest novelty | tract=moderate"
R146,2 - High,80,INST,Compliance & Surveillance (sanctions / trade surveillance /…,feature,Audited sanctions screen-and-record workflow over R024 feed,engine/sanctions_screen.py: fuzzy-match vessel/owner/counterparty vs the real OFAC/EU/UK lists (R024's data/sanctions_feed.py); persist every hit/clear via auth.audit.record_audit; replace _SANCTIONS_ROWS facade in tab_compliance.,"R024 swaps the data; the desk-grade gap is the re-creatable screen-DECISION control — every clear/hit recorded to an append-only audit_events row, queryable on demand.",engine/sanctions_screen.py; data/sanctions_feed.py (R024); ui/tab_compliance.py; auth/audit.py,M,High,R024,institutional-gap,verified-revised,"tab_compliance.py:71 _SANCTIONS_ROWS hardcoded, :956 'live screen is a future capability'; auth/audit.py:128 record_audit ready; no fuzzy lib install…",Sharpens R024 with the audited screen-decision substrate; the flagship facade becomes a real control | tract=moderate | Confirmed missing+buildable on strong audit substrate; trimmed L->M and sharpen…
R147,2 - High,80,INST,Maritime Intelligence (Kpler / Windward / Lloyd's List / Cl…,data,Persist port-call/dwell history to feed congestion models,"New processing/port_call_history.py snapshots build_voyage_fleet arrivals (vessel, locode, eta_adjusted, congestion_at_dest) to cache/ JSONL daily via a scheduler job, deriving per-port dwell/congestion history that feeds congestion_predic…","Two real consumers (congestion_predictor.py:325, congestion_rate_lag.py:246) want congestion history but get only synthetic data; no call/dwell store exists. Real history de-mocks both.",processing/port_call_history.py; data/voyage_dataset.py; worker/scheduler.py; processing/congestion_predictor.py; processing/congestion_rate_lag.py,M,High,,institutional-gap,verified-revised,voyage_dataset.py:289 fleet rebuilt per-call; congestion_predictor.py:325 history unfed; tab_congestion.py:493 _synth_congestion_history,Core Kpler/Windward asset; reuses scheduler+snapshot pattern; turns ephemeral fleet into a queryable record | tract=moderate | Drop v29 migration: Ship's snapshot pattern is cache/JSONL (cargo_mix_hi…
R148,2 - High,80,INST,Sell-side Equity Research Platform (Goldman GIR / Morgan St…,security,Gate report distribution by entitlement with embargo windows,"Add embargo_until + audience scope to report_history; in api_server report-fetch and public-share routes, enforce resolve_entitlement(user) and reject pre-embargo access; log every access to an audit trail.",A research desk must control who receives a note and when (fair-distribution/MNPI); auditors require an access log proving no early/unentitled dissemination.,worker/api_server.py; auth/entitlements.py; state/migrations.py; utils/report_history.py,M,High,Add entitlement layer: scope tokens to a plan (R020),institutional-gap,carried,"api_server.py:1463 report fetch is user-scoped only (scope_filter_sql); no embargo, audience, or entitlement gate; R020 entitlements unbuilt",impact82/feas75/fit92/nov78: fair-distribution+embargo is bedrock compliance; sharpens R020 to the research-distribution use case | tract=moderate
R149,2 - High,80,INST,Buy-side Risk System (MSCI Barra / Axioma / RiskMetrics),feature,Compute ex-ante tracking error versus a shipping benchmark,"Add risk_lab.tracking_error(weights, benchmark_weights, returns_df) and factor-model variant TE=√(aᵀΣa) on active weights a=w−b; default benchmark = cap-weighted DEFAULT_CARRIERS. Surface active risk + active factor tilts in tab_risk_lab.",Active risk vs benchmark is the unit a buy-side risk committee governs against; absolute VaR alone can't answer 'how far from the index are we?',processing/risk_lab.py; engine/carrier_factor_model.py; ui/tab_risk_lab.py,M,High,Build factor covariance model with factor-vs-specific risk split,institutional-gap,carried,portfolio_optimizer.py:68 reports expected_vol but no benchmark/active-weight concept; risk_lab.py has no tracking_error (grep=0),impact82 feas76 fit92 nov72 — TE is a defining buy-side metric absent everywhere in Ship | tract=moderate
R150,2 - High,80,INST,Buy-side Risk System (MSCI Barra / Axioma / RiskMetrics),feature,Surface marginal and component VaR per name and per factor,"Add risk_lab.component_var(weights, returns_df, cov): MVaRᵢ=∂VaR/∂wᵢ and CVaRᵢ=wᵢ·MVaRᵢ that sum to total VaR; add a factor-space variant via the factor model. Render a 'risk budget' table in tab_risk_lab.",A PM resizing a book needs which name/factor contributes the next dollar of risk; component VaR summing to total is the RiskMetrics risk-budget standard. portfolio_var's single number hides it.,processing/risk_lab.py; engine/portfolio_optimizer.py; ui/tab_risk_lab.py,M,High,Aggregate per-name betas into portfolio factor exposures,institutional-gap,carried,risk_lab.py:178 portfolio_var returns one scalar; portfolio_optimizer.py:115 _risk_contributions exists but is variance-only and not exposed as MVaR/…,impact82 feas80 fit90 nov66 — risk-budgeting decomposition; _risk_contributions is a partial scaffold to extend | tract=moderate
R151,2 - High,80,INST,Maritime Intelligence (Kpler / Windward / Lloyd's List / Cl…,feature,Construct a beneficial-ownership and manager graph layer,"Add owner/manager nodes and vessel_owned_by / managed_by / owner_controls edges to processing/world_graph.py off the new vessel particulars, with an opaque-structure flag for shell-company chains; surface in tab_world_graph.",Sanctions and dark-fleet screening is fundamentally a UBO-graph problem; Ship's world_graph has only vessel-route/chokepoint edges and no ownership relation class at all.,processing/world_graph.py; processing/vessel_registry.py; ui/tab_world_graph.py,L,High,Build a vessel-particulars master keyed on IMO,institutional-gap,carried,world_graph.py:357-362 only vessel_sails/vessel_transits edges; no owner/manager node_type; _add_edge:240 supports arbitrary edge_type,The defining Windward/Kpler capability; reuses extensible _add_edge but needs the particulars master first | tract=large
R152,2 - High,80,INST,Data Governance & Lineage (golden-source / point-in-time DB…,compliance,Add a vendor-entitlement and redistribution-license registry/gate,"New data/licenses.py mapping each feed→license terms (redistributable, attribution, cache-TTL ceiling, no-derivative); a gate in delivery/ + report export blocks/labels outputs derived from non-redistributable sources (FBX, Baltic, Comtrad…","Desks/legal must prove they aren't redistributing licensed vendor data; DATA_PROVENANCE flags FBX/Baltic/Comtrade as licensed yet synthesized, with no machine-readable terms or export guard.",data/licenses.py (new); data/quality.py; delivery/briefing_tldr.py; utils/report_history.py,M,Med,,institutional-gap,carried,DATA_PROVENANCE.md:50-52 FBX/Baltic/Comtrade need paid licences; quality.py:47 UNOFFICIAL exists but no license field; grep licens/entitle in data/=f…,"impact78 feas78 fit90 nov75; the entitlements leg distinct from the API-token plan gate (R020); compliance-critical, low infra | tract=moderate"
R153,2 - High,80,INST,Reliability / Observability / SRE,infra,Automate scheduled DB backups inside the worker,"Wrap tools.backup_cli._snapshot_db_to + manifest in a gated run_backup_job in worker/scheduler.py (daily), with backup_cli-style retention GC; record outcome + bytes via _track_run so the Worker Health tab shows last-good-backup age.","A risk officer expects an RPO, not 'an operator should remember to tar it'; backup_cli is solid but manual-only and never scheduled, so real DR depends on human discipline.",worker/scheduler.py; tools/backup_cli.py; state/worker_runs.py,S,High,Add a worker deadman + job-failure self-monitor alert,institutional-gap,carried,grep: 0 backup_cli|snapshot_db references in worker/; backup_cli.py:424 _cmd_create is CLI-only; scheduler.py:1982 prunes but never backs up,"backup_cli already exists; thin wrapper gives an RPO; high impact, low effort, clear DR value | tract=quick"
R154,2 - High,80,INST,Enterprise Security & Identity,feature,Add OIDC/SAML SSO federation as an auth provider,"Add auth/sso.py implementing OIDC Authorization-Code+PKCE (Okta/Entra/Google); on callback resolve-or-provision a User, map IdP groups to role; add an SSO branch to require_auth_with_users.",No institutional buyer onboards a tool that can't federate to their IdP; SSO + central deprovisioning is a hard procurement gate for desk software.,auth/sso.py (new); auth/users.py; auth/gate.py; requirements.txt,L,High,Enforce RBAC: add require_role gate on admin paths,institutional-gap,carried,users.py:30 explicitly 'No OAuth / SSO'; gate.py login is password+TOTP only; grep oidc/saml/sso across auth/=0,table-stakes for enterprise sale but L-effort + a 3p OIDC dep on the auth critical path lowers feasibility | tract=large
R155,2 - High,80,INST,Client Distribution & Entitlements (productized data produc…,feature,Productize a typed signal-subscription SKU bound to plan + channel,"Add a typed SubscriptionFeed (new-ideas | CRITICAL alerts | SSI regime-flip) bound to a token+channel+plan, delivered via send_briefing_tldr/deliver_alert, metered into the usage ledger, gated by the entitlement resolver.",Recurring signal subscriptions are the core monetizable data-product unit; reuses the briefing channel-prefix convention so only the SKU typing and entitlement gate are new.,delivery/briefing_tldr.py; engine/alert_delivery.py; auth/entitlements.py (new); state/migrations.py,M,High,Add plan-scoped entitlement resolver enforced at the single auth gate,institutional-gap,carried,briefing_tldr.py:48 BRIEFING_CHANNEL_PREFIX + :175 send_briefing_tldr already deliver; no SubscriptionFeed type or feed-to-plan binding exists (grep …,Stickiest revenue unit; sharpens R044 with plan-binding + entitlement-gate; depends on resolver lowers standalone feasibility | tract=moderate
R156,2 - High,80,INST,Market-Data & Pricing Infrastructure,infra,Capture FRED data vintages to kill backtest look-ahead bias,"Store each FRED observation with its fetch/knowledge date in the price store (or a macro_vintage table) so backtests read the value as-known-then, mirroring ALFRED vintages; expose get_series_value(as_of=).",FRED revises macro series; replaying revised CPI/inventories into a historical backtest is look-ahead. A risk auditor requires the as-released vintage.,data/fred_feed.py; state/price_store.py; processing/signal_validation.py,L,High,Persist OHLCV to a bitemporal price store,institutional-gap,carried,fred_feed.py:179 get_series fetches latest revised values; no vintage/knowledge-date capture; grep vintage in data=0,"impact88/feas68/fit95/nov78: revised-data look-ahead is a real backtest invalidator; bitemporal macro is core pricing-infra, L-effort | tract=large"
R157,2 - High,80,INST,Market-Data & Pricing Infrastructure,compliance,Stamp an immutable as-of snapshot of all pricing inputs per signal run,"On each daily signal run, write a content-hashed manifest (prices/macro/fx versions + vendor + age) to the price store, linked to the EquityIdea/signal_ledger id, so any issued idea pins the exact inputs it saw.","An auditor reconstructing a trade decision needs the immutable input set at decision time; without it, no issued signal is defensible after the cache rolls.",state/price_store.py; processing/disruption_cascade.py; worker/scheduler.py; data/quality.py,M,High,Persist OHLCV to a bitemporal price store; R004 signal_ledger,institutional-gap,carried,disruption_cascade.py emits EquityIdea with no input-manifest/idea-id; prices held only in TTL cache (cache_manager.py:34),impact86/feas74/fit95/nov74: closes the audit loop between inputs and issued signals; depends on the price store + ledger | tract=moderate
R158,2 - High,80,INST,Institutional Reporting & Document Generation,feature,Add recipient/format/channel fields to ReportSchedule,"Extend ReportSchedule + report_schedules table with recipients, output_format (pdf/html/xlsx), and channel_id; have run_report_scheduler_job render the chosen format and route to the named channel, not blanket deliver_pending.",Institutional scheduled reporting targets specific recipients in a specific format; current schedules are cron-only and fire a generic 24h alert digest to all channels.,engine/report_scheduler.py; worker/scheduler.py; state/migrations.py; ui/tab_report.py; worker/api_server.py,M,High,Persist per-report delivery receipts with status + retry,institutional-gap,carried,"ReportSchedule fields are cron/run-state only, no recipient/format/channel (report_scheduler.py:110-120); scheduler delivers to ALL channels (schedul…",Turns the scheduler from a cron toy into real targeted distribution; extends existing dataclass+table+API | tract=moderate
R159,2 - High,80,INST,Model Risk Governance & Due-Diligence (SR 11-7 style),compliance,Add data-licensing and IP-rights compliance register,"Extend data/quality.py DataSource with license, terms_url, commercial_use, attribution_required fields; populate per feed (Yahoo, Freightos scrape, World Bank, FRED); a tools CLI + tab_data_health panel lists every source's rights posture.","Due-diligence reviewers flag unlicensed/scraped data as IP/legal risk; the Freightos scrape and Yahoo pulls have no rights tracking, exposing a buyer to data-licensing liability.",data/quality.py; data/freight_scraper.py; data/stock_feed.py; ui/tab_data_health.py,M,High,,institutional-gap,carried,DataSource (quality.py:71-90) has name/kind/url but no license field; freight_scraper.py:36 scrapes Freightos public endpoints with no TOS/commercial…,"Genuine legal/IP DD gap; DataSource is the obvious extension point; high fit, broadly novel for Ship | tract=moderate"
R160,2 - High,79,INST,Bloomberg/Refinitiv Terminal,feature,Add an entity overview header that cross-links across asset classes,"On the tearsheet render a DES-style header: price/return (stock_feed), the carrier's chokepoint+route exposure (exposure_matrix.affected_routes), commodity links, and SSI driver — each a click that routes ?entity= to that linked node.","Cross-asset linking (equity->route->chokepoint->commodity) is the Terminal's relationship model; a PM must traverse from a name to what actually drives it, not read isolated tables.",ui/tab_tearsheet.py; processing/exposure_matrix.py; data/stock_feed.py; ui/url_state.py,M,High,Build deep-linkable instrument tearsheet as the entity-first surface,institutional-gap,carried,exposure_matrix.py:171 CommodityExposure.affected_routes/bullish_companies exists but no surface links entities; filter_bar.py:133-169 lists tickers/…,"New: the cross-asset traversal graph; reuses exposure_matrix linkage, depends on entity routing | tract=moderate"
R161,2 - High,79,INST,Sell-side Equity Research Platform (Goldman GIR / Morgan St…,test,Validate issued price targets against realized prices (hit rate),"New tools/backtests adapter: for each frozen target in coverage_ledger, check whether the stock reached it within horizon; report PT hit-rate, median time-to-target, and rating-direction accuracy per analyst.","A credible research platform reports its own target hit-rate; no Ship signal has ever been scored against realized P&L, which the honesty pass flagged as the core gap.",tools/backtests.py; state/coverage_ledger.py; data/stock_feed.py; processing/signal_validation.py,M,High,Persist a versioned rating and price-target history per name,institutional-gap,carried,alpha_engine.py:688 notes realized stats 'require the point-in-time signal ledger (R004)' which is unbuilt; no target is ever checked vs realized pri…,impact82/feas72/fit90/nov74: first target-track-record check; the honesty throughline once a frozen ledger exists | tract=moderate
R162,2 - High,79,INST,Buy-side Risk System (MSCI Barra / Axioma / RiskMetrics),feature,Add what-if pre-trade marginal risk for a candidate trade,"Add risk_lab.pretrade_whatif(current_weights, trade, returns_df/fits): recompute VaR, TE, factor exposures, component VaR and run risk_limits AFTER the proposed buy/sell, returning before/after deltas and any limits that would breach.",Pre-trade what-if risk is the gate desks hit before sending an order; a risk officer must see the marginal impact and whether the trade breaches a limit BEFORE it books.,processing/risk_lab.py; processing/risk_limits.py(new); engine/carrier_factor_model.py; ui/tab_risk_lab.py,M,High,Build a hard-limit compliance engine with breach severity,institutional-gap,carried,"No pre-trade/what-if path exists (grep pretrade=0); risk_lab.py:105 only renders the static current book; scenarios apply shocks, not trades",impact82 feas74 fit92 nov74 — the pre-trade gate; composes cleanly atop the new factor + limits modules | tract=moderate
